gene,essential,gene_ori,gene_left,gene_right,median_coding,median_template,mad_coding,mad_template,coding,template,operon
yniA,FALSE,+,1805820,1806680,-0.378354422,-0.262258348,0.154073178,0.651131325,6,7,yniA
yfgF,FALSE,-,2624717,2626960,-0.377957563,-0.308487451,0.10854288,0.184042073,10,14,yfgF
yrdB,FALSE,-,3427788,3428045,-0.377659141,-0.440676493,0,0.12784384,1,5,yrdD-tsaC-aroE-yrdB
ydeP,FALSE,-,1582231,1584510,-0.377571462,-0.193188483,0.171684305,0.162148782,14,19,ydeP
yegR,FALSE,-,2166013,2166330,-0.377484163,-0.38050762,0.031043986,0.139675875,1,4,yegRZ
kefG,FALSE,-,3478629,3479183,-0.377310515,-0.204702467,0.148900439,0.214595499,3,9,kefGB-yheV
fkpA,FALSE,-,3474629,3475441,-0.377286435,-0.468941513,0.203276064,0.268455918,3,7,fkpA
panD,FALSE,-,146314,146694,-0.377086377,-0.147245037,0.360140156,0.183872484,2,2,panD
ydbH,FALSE,+,1441075,1443714,-0.376837754,-0.492441393,0.147870148,0.19721247,13,22,ydbH-ynbE-ydbL
galS,FALSE,-,2238650,2239690,-0.376678196,-0.217242291,0.250775627,0.271816121,7,6,galS
yedE,FALSE,+,2006301,2007506,-0.37645576,-0.257116399,0.372995291,0.259561182,6,24,yedEF
yibF,FALSE,-,3759370,3759978,-0.376400509,0.471504582,0.161278528,0,4,1,yibF
abpB,FALSE,-,2759373,2761562,-0.376191886,-0.377979476,0.063995995,0.26950929,11,11,abpAB
csgF,FALSE,-,1100934,1101350,-0.376179967,-0.418672614,0.136975975,0,4,1,csgDEFG
dinF,FALSE,+,4255765,4257144,-0.375904804,-0.301314549,0.244395352,0.187917125,10,18,lexA-dinF
yegQ,FALSE,+,2163692,2165053,-0.375787472,-0.361588879,0.178597461,0.274323843,13,9,yegQ
pepQ,FALSE,+,4029184,4030515,-0.37577821,-0.303213216,0.065072593,0.249827089,3,17,pepQ-yigZ-trkH-hemG
yadC,FALSE,-,149715,150953,-0.375722326,-0.157064796,0.134976784,0.11687968,9,4,yadMLKC
thiE,FALSE,-,4191592,4192227,-0.375499815,-0.479555682,0.023976804,0.327511219,3,8,thiCEFSGH
hycE,FALSE,-,2842784,2844493,-0.375419644,-0.31158161,0.279983328,0.47963837,10,13,hycABCDEFGHI
yfeO,FALSE,+,2507652,2508908,-0.375380355,-0.458688037,0.197264803,0.236904709,7,9,yfeO
narQ,FALSE,+,2583753,2585453,-0.375366847,-0.342041889,0.217954676,0.349832596,13,15,narQ
moaD,FALSE,+,818271,818516,-0.375352964,-0.327526904,0,0.054554406,1,3,moaABCDE
fryC,FALSE,-,2504669,2505916,-0.375081231,-0.398315318,0.109108272,0.574532644,10,13,fryBC-ypdFE-fryA
yjhC,FALSE,+,4503310,4504428,-0.374819904,-0.827018362,0.069913748,0.133823517,5,3,yjhBC
tauD,FALSE,+,387019,387870,-0.374763124,-0.325544236,0.049101428,0.349228916,6,6,tauABCD
sufB,FALSE,-,1760546,1762033,-0.374642118,-0.268422063,0.203257074,0.277942519,6,10,sufABCDSE
yfdN,FALSE,-,2470409,2470903,-0.37451732,-0.558550727,0,0.370233052,1,6,yfdONMLK
ygiF,FALSE,-,3197686,3198987,-0.374411726,-0.52820994,0.181480578,0.441970462,4,9,ygiF-glnE
puuP,FALSE,-,1355826,1357211,-0.374196587,-0.437675778,0.155014654,0.226650664,13,6,puuAP
yedY,FALSE,+,2037502,2038506,-0.373953363,-0.351161117,0.230516591,0.229208831,7,5,yedY
mepH,FALSE,+,1732459,1733274,-0.373912743,-0.071483154,0.086093466,0.080119266,7,3,mepH
ybcH,FALSE,-,586314,587204,-0.373792077,-0.460100198,0.168782873,0.332429517,3,4,ybcH
slyD,FALSE,-,3475929,3476519,-0.373515968,-0.268593894,0.335877409,0.019270382,4,6,slyD
gltL,FALSE,-,683753,684478,-0.373488565,-0.179688952,0.082457944,0.217467963,5,5,gltI-sroC-gltJKL
ilvC,FALSE,+,3955993,3957468,-0.373358542,-0.354916657,0.194922682,0.285913591,6,16,ilvC
ygjK,FALSE,+,3226910,3229261,-0.373340974,-0.308993697,0.237983476,0.095119327,25,19,ygjJK
yfaA,FALSE,-,2332978,2334666,-0.372974261,-0.32734121,0.075387354,0.424988493,8,6,yfaATS_1S_2QP
gfcD,FALSE,-,1045072,1047168,-0.37276822,-0.392546084,0.239771488,0.292131645,9,21,gfcBCD
yphA,FALSE,+,2671296,2671790,-0.372695189,-0.250933194,0.148953573,0.180027116,5,8,yphA
ybaT,FALSE,+,511800,513092,-0.372602342,-0.282982399,0.170577648,0.210533236,4,18,ybaST
fumB,FALSE,-,4343703,4345349,-0.372590451,-0.269986743,0.221445666,0.319398631,13,7,dcuB-fumB
ydcK,FALSE,-,1497493,1498473,-0.372585618,-0.400002776,0.113690605,0.175829979,6,9,ydcK
fdhE,FALSE,-,4078322,4079251,-0.372559617,-0.189239399,0.087731689,0.414191079,4,5,fdoGHI-fdhE
rbsK,FALSE,+,3935317,3936246,-0.372553626,-0.449766702,0.107391963,0.209175371,6,8,rbsDACBKR
yjiM,FALSE,-,4562722,4563873,-0.372519457,-0.312150022,0.144101219,0.309247727,6,7,yjiML
nrdF,FALSE,+,2801524,2802483,-0.372511211,-0.372979686,0.313433948,0.387912903,8,6,nrdHIEF
frlB,FALSE,+,3499290,3500312,-0.372502421,-0.311770514,0.133982795,0.28017091,9,5,frlABCDR
uidB,FALSE,-,1690914,1692287,-0.372171168,-0.246023654,0.380502135,0.22891527,7,13,uidABC
yecC,FALSE,-,1995086,1995838,-0.371864153,-0.393280094,0.17681085,0.271112767,3,6,yecC
ddpC,FALSE,-,1557038,1557934,-0.37177735,-0.427955259,0.197998941,0.417025682,8,8,ddpXABCDF
bioH,FALSE,-,3542096,3542866,-0.371664584,-0.557149051,0.115732037,0.203205513,4,9,bioH
rlmF,FALSE,+,841555,842481,-0.371576093,-0.225493188,0.192897943,0.438195015,5,9,rlmF
hflK,FALSE,+,4400061,4401320,-0.371126987,-0.381021903,0.078284901,0.368698184,15,16,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
yafK,FALSE,-,245065,245805,-0.370884516,-0.614339907,0.137980819,0.312163023,4,5,yafK
hyaD,FALSE,+,1034993,1035580,-0.370852179,-0.115786462,0.260653498,0.198583647,5,8,hyaABCDEF
ssuB,FALSE,-,992500,993267,-0.370582781,-0.227853308,0.2362805,0.306467456,2,7,ssuEADCB
dmsD,FALSE,+,1662530,1663144,-0.370549877,-0.42555374,0,0.00134205,1,3,ynfEFGH-dmsD
nrdH,FALSE,+,2798745,2798990,-0.370468998,-0.307764921,0.060057047,0.102942087,2,3,nrdHIEF
ansP,FALSE,-,1522505,1524004,-0.370397896,-0.510960954,0.49024882,0.496400824,11,9,ansP
ydiU,FALSE,-,1787832,1789268,-0.370291111,-0.165930141,0.13389485,0.131411281,7,7,ydiU
zraR,FALSE,+,4201343,4202668,-0.370238359,-0.259627918,0.155591354,0.205595459,4,15,zraSR
proK,FALSE,-,3706639,3706715,-0.370114029,NA,0.032899298,NA,1,0,proK
pspG,FALSE,+,4260863,4261105,-0.369959887,NA,0.151760662,NA,2,0,pspG
ypjM_3,FALSE,-,2770189,2770707,-0.369785439,-0.169362417,0.059288267,0.03306294,2,7,ypjM_3-yfjU
ynjC,FALSE,+,1835281,1836771,-0.369717823,-0.479729197,0.167706444,0.231940108,12,21,ydjXYZ-ynjABCD
ygeR,FALSE,-,2997158,2997913,-0.369711662,-0.151198099,0.071768334,0.212480287,3,7,ygeR
fsr,FALSE,-,502700,503920,-0.369672909,-0.231847217,0.160490785,0.222998123,4,8,fsr
uvrB,FALSE,+,812749,814770,-0.369448317,-0.387743908,0.173447062,0.197202364,17,16,uvrB
gcvH,FALSE,-,3047182,3047571,-0.3693827,-0.352662728,0,0.160015348,1,2,gcvTHP
uhpT,FALSE,-,3843799,3845190,-0.36932185,-0.560836175,0.115949506,0.400542861,4,17,uhpT
hcaT,FALSE,-,2664729,2665868,-0.369303702,-0.30537607,0.060375061,0.121464712,3,14,hcaT
gspD,FALSE,+,3454399,3456351,-0.369292027,-0.427852815,0.220796501,0.310692689,10,16,gspCDEFGHIJKLMO
lsrK,FALSE,-,1596641,1598233,-0.369106785,-0.325725576,0.135446955,0.412564632,11,16,lsrRK
citE,FALSE,-,648805,649713,-0.368888402,-0.277054466,0.268075749,0.341860258,10,2,citCDEFXG
sad,FALSE,-,1611339,1612727,-0.368877086,-0.258250976,0.200592275,0.196245398,6,16,sad
insO-2,FALSE,+,4506981,4507577,-0.368790679,-0.245443614,0.138669067,0.150882473,6,6,insO-2-yjhWV
yneJ,FALSE,+,1612828,1613709,-0.368783713,-0.255918778,0.115731956,0.224069382,15,8,yneJ
argA,FALSE,+,2947264,2948595,-0.368723182,-0.347191299,0.183054977,0.353589865,9,10,argA
yqcE,FALSE,+,2898614,2899891,-0.368582827,-0.347900278,0.176919003,0.304743721,10,7,yqcE-ygcE
yfiF,FALSE,-,2715513,2716550,-0.368567384,-0.425760055,0.079305774,0.336411186,8,10,yfiF
ydhK,FALSE,+,1720145,1722157,-0.368557797,-0.309347564,0.254965843,0.248438352,12,12,ydhIJK
mlrA,FALSE,+,2212888,2213619,-0.368410326,-0.556919538,0.191262158,0.366014029,7,7,mlrA
idnD,FALSE,-,4491398,4492429,-0.368397142,-0.281155248,0.101289157,0.134440702,6,9,idnDOTR
yggU,FALSE,+,3094405,3094695,-0.368377919,-0.47436096,0.14669644,0.303792767,2,2,yggSTU-rdgB-yggW
ybhN,FALSE,-,820765,821721,-0.368295011,-0.308900654,0.277459205,0.322500675,3,9,ybhP-clsB-ybhN
ybgF,FALSE,+,778821,779612,-0.368226417,-0.523739448,0.116707489,0.358375948,4,7,ybgF
rseC,FALSE,-,2705344,2705823,-0.36822422,-0.230517866,0.2131872,0.312691214,4,2,rpoE-rseABC
yjjV,FALSE,+,4611504,4612283,-0.36798315,-0.495705761,0,0.150517308,1,5,yjjUV
bfr,FALSE,-,3464271,3464747,-0.367929022,-0.369201895,0.167790686,0.357143769,2,4,bfd-bfr
ygiV,FALSE,-,3166771,3167253,-0.367920537,-0.309200738,0.028497151,0,7,1,ygiV
ypeC,FALSE,+,2509023,2509349,-0.367472958,-0.366836915,0,0.0803342,1,2,ypeC
panZ,FALSE,+,3596007,3596390,-0.367471979,-0.254435078,0.270178624,0.256207675,3,8,panZ
murP,FALSE,+,2544695,2546119,-0.36745668,-0.232098638,0.284592173,0.193637754,15,16,murQP-yfeW
ygjJ,FALSE,+,3225823,3226893,-0.36735029,-0.230415086,0.207210367,0.224736071,2,11,ygjJK
nmpC,FALSE,-,574981,576048,-0.367269598,-0.200373976,0.08752841,0.167622076,5,6,nmpC
mhpR,FALSE,-,366811,367644,-0.367144206,-0.327063676,0.028923257,0.255462306,3,14,mhpR-lacI
glpQ,FALSE,-,2347957,2349033,-0.367029691,-0.234447009,0.113878237,0.18559209,7,12,glpTQ
fecE,FALSE,-,4508713,4509480,-0.366967934,-0.480685821,0.165200093,0.181055343,6,6,fecABCDE
yggL,FALSE,-,3099829,3100155,-0.366830781,-0.130474755,0.202581251,0.479038459,3,3,trmI-yggL
fucU,FALSE,+,2936910,2937332,-0.366761856,-1.334126404,0.107280934,1.119409483,8,2,fucPIKUR
thiK,FALSE,+,1162483,1163307,-0.366510847,-0.318076675,0.092138066,0.232889959,3,13,hinT-ycfL-lpoB-thiK-nagZ-ycfP
acrR,FALSE,+,484985,485632,-0.366441078,-1.397519751,0.16563454,1.091301571,3,2,acrR
yiaJ,FALSE,-,3739707,3740555,-0.366387099,-0.230420846,0.115031214,0.184571815,9,8,yiaJ
caiC,FALSE,-,36271,37824,-0.36626968,-0.195957027,0.252826277,0.157142163,7,12,caiTABCDE
yjfF,FALSE,+,4451606,4452601,-0.366236836,-0.310105173,0.407338643,0.297610923,3,12,ytfQRT-yjfF
afuC,FALSE,-,276980,278026,-0.365786702,-0.38471511,0.19762338,0.219069714,8,9,insAB-2A-2B-2-afuBC
ycfJ,FALSE,+,1166822,1167361,-0.365735681,-0.480813041,0,0.361597584,1,6,ycfJ
fetB,FALSE,+,515807,516586,-0.365722334,-0.407151181,0.006846225,0.253051644,4,4,fetAB
slyB,FALSE,+,1717900,1718367,-0.365713354,-0.400987023,0.123063541,0.046189475,4,3,slyB
yagU,FALSE,+,302215,302829,-0.365687498,-0.510553487,0,0.130032748,1,5,yagU
ymgF,FALSE,+,1218206,1218424,-0.365635734,-0.215630346,0,0.219883491,1,4,ymgF
trmH,FALSE,+,3822538,3823227,-0.365300288,-0.178782655,0.168066314,0.342213854,3,7,rpoZ-spoT-trmH-recG
yjjW,FALSE,-,4612703,4613566,-0.365144026,-0.282733157,0.12419498,0.189557943,7,4,yjjW
rbsA,FALSE,+,3931801,3933306,-0.365141662,-0.285378667,0.237646829,0.376290755,10,17,rbsDACBKR
tehA,FALSE,+,1498597,1499589,-0.364930922,-0.190601585,0.034344312,0.19052672,4,9,tehAB
entD,TRUE,-,608682,609302,-0.364891089,-0.225028961,0.106343347,0.309231284,3,7,fepA-entD
pitB,FALSE,-,3132894,3134393,-0.364014465,-0.410121361,0.19609663,0.471130744,9,17,pitB
cpsG,FALSE,-,2119633,2121003,-0.363839447,-0.441424592,0.077072688,0.08711915,6,4,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
rhaD,FALSE,-,4091471,4092295,-0.363610757,-0.461555622,0.167550178,0.440717143,9,6,rhaBAD
yhgE,FALSE,-,3528737,3530461,-0.363455658,-0.455467589,0.138012852,0.400571891,8,17,yhgE
yjiH,FALSE,-,4558020,4558703,-0.36341788,-0.358094975,0.2119392,0.120646749,6,3,yjiHG-iadA
ascF,FALSE,+,2837546,2839003,-0.363388806,-0.282049915,0.140374054,0.306645352,9,12,ascFB
cirA,FALSE,-,2242800,2244791,-0.363372541,-0.178906849,0.122730661,0.303281628,9,21,cirA
fsaB,FALSE,-,4137069,4137731,-0.363318343,-0.335328747,0.147788501,0.09789065,3,4,ptsA-fsaB-gldA
ybjC,FALSE,+,890136,890423,-0.363276003,-0.161428372,0.14606022,0.159216719,4,3,ybjC-nfsA-rimK-ybjN
rpiB,FALSE,+,4311373,4311822,-0.363233812,-0.558971125,0.126064399,0.228088246,2,3,rpiB
thiF,FALSE,-,4190844,4191599,-0.36319321,-0.582954616,0.184248335,0.67735433,3,7,thiCEFSGH
aer,FALSE,-,3215578,3217098,-0.3631617,-0.605578229,0.064280162,0.483701641,13,7,aer
fimH,FALSE,+,4546831,4547733,-0.363134227,-0.014752325,0.120136381,0.10630803,5,7,fimAICDFGH
preT,FALSE,+,2232055,2233293,-0.362581087,-0.198021595,0.168992201,0.215826795,11,6,preTA
ycfT,FALSE,-,1173315,1174388,-0.362416223,-0.859696798,0.132819139,0.084596462,8,3,ycfT
anmK,FALSE,-,1716517,1717626,-0.362401701,-0.763332048,0.099398622,0.712256725,4,4,anmK
ychO,FALSE,+,1273148,1274401,-0.362314091,-0.532458411,0.291249399,0.341911054,5,16,ychO
pgpB,FALSE,+,1337354,1338118,-0.36209879,-0.389418392,0.163584413,0.453515361,7,5,pgpB
oxyR,FALSE,+,4156513,4157430,-0.361978128,-0.442610362,0.147886087,0.103474627,9,6,oxyR
fpr,FALSE,-,4111749,4112495,-0.361940619,-0.130436633,0.1462674,0.08903039,5,7,fpr
talA,FALSE,+,2576688,2577638,-0.361880562,-0.376745829,0.159489797,0.229058326,4,9,talA-tktB
yghS,FALSE,-,3131266,3131979,-0.361853464,-0.189951041,0.183557788,0.133011871,10,4,yghSR
yphG,FALSE,-,2677486,2680767,-0.361791637,-0.314790175,0.158111026,0.171516752,19,27,yphG
csiE,FALSE,+,2663457,2664737,-0.361760204,-0.156278353,0.227303768,0.112241641,8,6,csiE
yhbT,FALSE,-,3298774,3299298,-0.361615342,-0.189407575,0.053467418,0.230983397,2,4,yhbTS
fdhD,FALSE,+,4084039,4084872,-0.361451364,-0.472768605,0.185339381,0.353640456,6,7,fdhD
flk,FALSE,+,2435972,2436967,-0.361272999,-0.159621701,0.140761982,0.29082878,4,9,flk
fhuC,FALSE,+,169778,170575,-0.361158943,-0.520249229,0.290479205,0.32496705,8,7,fhuACDB
ypdI,FALSE,+,2492720,2492995,-0.361144961,-0.351544556,0.051582151,0,1,1,ypdI
malY,FALSE,+,1698981,1700153,-0.361093475,-0.749749148,0.251224275,0.421029754,5,12,malXY
ycaC,FALSE,-,944154,944780,-0.360991688,-0.42913252,0.202112948,0.300648937,5,4,ycaC
bcp,FALSE,+,2598500,2598970,-0.360909793,-0.23068273,0.18269993,0.386553912,6,3,bcp
narG,FALSE,+,1279087,1282830,-0.360884017,-0.231356957,0.1936582,0.322021045,27,24,narGHJI
ssnA,FALSE,+,3017183,3018511,-0.360842308,-0.364210894,0.060258141,0.195707405,5,13,ygfK-ssnA
melA,FALSE,+,4339934,4341289,-0.360557701,-0.672015429,0.068016189,0.43430576,7,6,melAB
yhcO,FALSE,-,3383879,3384151,-0.360520542,-0.320824498,0.144855895,0.554652027,1,2,yhcO
clcA,FALSE,+,175107,176528,-0.359607782,-0.260679468,0.102556068,0.19668463,7,19,clcA
ygcU,FALSE,-,2895986,2897440,-0.359574601,-0.160372421,0.218840566,0.301702308,7,5,ygcU
btuB,FALSE,+,4161662,4163506,-0.359421395,-0.295416891,0.135625537,0.292133654,8,9,btuB-murI
yeaO,FALSE,+,1874933,1875280,-0.359207292,-0.057395536,0.111617212,0.005762587,5,2,yeaO
ydiT,FALSE,+,1780705,1780998,-0.359135239,-0.332776809,0,0.252197842,1,4,ydiQRST-fadK
tyrP,FALSE,+,1987705,1988916,-0.359026184,-0.206126823,0.271340769,0.349860859,9,18,tyrP
intZ,FALSE,+,2556793,2558088,-0.359021746,-0.306441338,0.18204284,0.144316407,10,11,intZ
pka,FALSE,+,2717975,2720635,-0.359002651,-0.246670336,0.268750317,0.388027138,18,22,pka
araC,FALSE,+,70387,71265,-0.358990212,-0.256944399,0.065172166,0.373803644,4,11,araC
ygcQ,FALSE,-,2892941,2893801,-0.358970817,-0.476274273,0.068177872,0.319224895,8,10,ygcRQ
ptsA,FALSE,-,4137743,4140244,-0.358893508,-0.290669249,0.329142486,0.268094169,15,27,ptsA-fsaB-gldA
yadG,FALSE,+,142779,143705,-0.358890095,-0.288025652,0.11738864,0.324119443,4,13,yadGH
btuF,FALSE,-,177662,178462,-0.358605347,-0.473588916,0.294291367,0.393395448,9,5,mtn-btuF-yadS
ompX,FALSE,+,849673,850188,-0.358586675,-0.240526471,0.26200207,0.349430048,2,8,ompX
oppA,FALSE,+,1299206,1300837,-0.358507642,-0.070756742,0.150418548,0.156800364,7,7,oppABCDF
lyxK,FALSE,+,3745107,3746603,-0.358301395,-0.524414364,0.12174733,0.43933956,10,6,yiaKLMNO-lyxK-sgbHUE
dctR,FALSE,+,3652706,3653236,-0.358238672,-0.363319788,0.213372497,0,2,1,slp-dctR
yidE,FALSE,-,3862635,3864296,-0.358211846,-0.389173117,0.138349227,0.264241403,12,25,yidE
puuE,FALSE,+,1363574,1364839,-0.358168503,-0.657419295,0.215712997,0.426244735,12,9,puuDRCBE
yehM,FALSE,+,2203717,2205996,-0.358166993,-0.539766165,0.238816257,0.669481155,18,17,yehLMPQ
ycjX,FALSE,+,1382141,1383538,-0.3581109,-0.422351344,0.209296193,0.090818037,7,9,ycjXF-tyrR
hyaA,FALSE,+,1031362,1032480,-0.358083519,-0.24881466,0.202934355,0.290959249,13,9,hyaABCDEF
tauB,FALSE,+,385431,386198,-0.357967645,-0.459496668,0.136699452,0.298155325,5,7,tauABCD
yegE,FALSE,+,2141290,2144607,-0.357964716,-0.292656315,0.188451995,0.293533198,26,28,yegE
gatD,FALSE,-,2169857,2170897,-0.357924663,-0.253506223,0,0.206163485,1,15,gatYZABCD
yedW,FALSE,-,2036176,2036847,-0.357851599,-0.440390547,0.060701232,0.494528875,2,8,yedWV
isrC,FALSE,+,2069341,2069535,-0.357813348,-0.498181122,0.154166448,0,3,1,isrC-flu
ybiJ,FALSE,-,836888,837148,-0.357686978,-1.478796999,0,0,1,1,ybiJ
ynfF,FALSE,+,1658580,1661003,-0.357538609,-0.384245298,0.159716776,0.237224647,14,28,ynfEFGH-dmsD
ypjA,FALSE,-,2776168,2780748,-0.357516361,-0.257849576,0.178939489,0.214894293,18,31,ypjA
ansA,FALSE,+,1848884,1849900,-0.357445806,-0.262652436,0.05815977,0.19273234,6,4,ansA-pncA
edd,FALSE,-,1930817,1932628,-0.357154432,-0.321535404,0.317204944,0.368420213,11,18,edd-eda
casB,FALSE,-,2880177,2880659,-0.357011972,-0.279105311,0.22344199,0.017612119,4,3,casABCDE12
hcaR,FALSE,-,2666028,2666918,-0.357001043,-0.118056794,0.175978087,0.343496378,3,6,hcaR
yfjD,FALSE,+,2746796,2748082,-0.356544109,-0.133011736,0.333547189,0.191954377,5,9,yfjD
cysW,FALSE,-,2538826,2539701,-0.356539811,-0.511483238,0.140796778,0.31220487,4,7,cysPUWAM
eutG,FALSE,-,2566346,2567533,-0.355791346,-0.341522614,0.122805509,0.131451,7,14,eutNEJG
cbl,FALSE,-,2057988,2058938,-0.355761746,-0.49761109,0.062593341,0.219204283,2,6,cbl
yphF,FALSE,-,2676406,2677389,-0.35574107,-0.469271262,0.094353787,0.042577781,2,3,yphFED
yiiM,FALSE,+,4100845,4101519,-0.355706254,-0.309638439,0.043546356,0.232692349,2,5,yiiM
ytfF,FALSE,-,4430114,4431088,-0.355668831,-0.338401944,0.080385734,0.214498665,9,8,ytfF
yjbB,FALSE,+,4225754,4227385,-0.355643926,-0.167994779,0.216153182,0.253595447,12,6,yjbB
yhdY,FALSE,+,3419347,3420450,-0.355564256,-0.50487606,0.142819364,0.344086166,8,12,yhdWXYZ
fdnI,FALSE,+,1549362,1550015,-0.355524617,-0.292885256,0.076619177,0.155260175,7,6,fdnGHI
yacH,FALSE,-,129407,131260,-0.355298968,-0.346507816,0.196965266,0.221025489,10,11,yacH
fecB,FALSE,-,4511429,4512331,-0.355114137,-0.345849007,0.388125296,0.241768043,6,13,fecABCDE
csgD,FALSE,-,1101769,1102419,-0.355072341,-0.405196809,0.104622637,0.352002098,2,3,csgDEFG
yjhF,FALSE,-,4518694,4520043,-0.354780765,-0.527250941,0.130125298,0.246122754,10,6,yjhF
ypdB,FALSE,+,2498405,2499139,-0.354768179,-0.249400233,0.16186023,0.208815576,4,4,ypdABC
yfbT,FALSE,-,2409461,2410111,-0.354578519,-0.32432115,0.233937881,0.064625131,4,4,yfbUT
recT,FALSE,-,1412008,1412817,-0.354148046,-0.41572707,0.081502113,0.052544861,4,3,recET-ralR-ydaC-xisR-intR
astC,FALSE,-,1828786,1830006,-0.353747356,-0.144342609,0.057297222,0.072371904,7,5,astCADBE
hofC,FALSE,-,114522,115724,-0.353693923,-0.406378362,0.007002944,0.296782609,2,9,ppdD-hofBC
ynjH,FALSE,-,1839887,1840159,-0.353674076,-0.439266876,0,0,1,1,ynjH
mltB,FALSE,-,2822513,2823598,-0.353583245,-0.398015621,0.109983979,0.192764787,5,7,mltB
ycgB,FALSE,-,1234932,1236464,-0.353507991,-0.362040824,0.122497255,0.111683277,6,4,ycgB
glpT,FALSE,-,2349038,2350396,-0.352959058,-0.339198218,0.063730196,0.473647053,6,13,glpTQ
fliI,FALSE,+,2014578,2015951,-0.35294555,-0.314717232,0.216092152,0.2758149,15,12,fliFGHIJK
wza,FALSE,-,2134128,2135267,-0.35291868,-0.312148833,0.211974148,0.112606856,10,9,wza-wzb-wzc-wcaAB
argI,FALSE,-,4475330,4476334,-0.352913917,-0.25437182,0.169464559,0.196289345,6,10,argI
ylaC,FALSE,-,478005,478475,-0.352825915,-0.893120195,0.145319739,1.065024826,3,2,ylaC
yhaV,FALSE,+,3275359,3275823,-0.352731892,-0.333701996,0.095413398,0.255024885,3,2,prlF-yhaV
ynfD,FALSE,+,1655589,1655894,-0.352589131,-0.374004121,0.093583741,0,5,1,ynfD
prpD,FALSE,+,350439,351890,-0.352294023,-0.226347232,0.087151299,0.22755659,15,13,prpBCDE
hslJ,FALSE,-,1439345,1439767,-0.352280412,-0.159189912,0.302617471,0.070614573,3,3,hslJ
dedD,FALSE,-,2429044,2429706,-0.352048619,-0.589262071,0.221769468,0.684327563,5,13,folC-dedD
csgC,FALSE,+,1104184,1104516,-0.35200052,NA,0,NA,1,0,csgBAC
hemY,FALSE,-,3984709,3985905,-0.351942379,-0.280624612,0.383132875,0.134470177,9,12,hemCDXY
rspB,FALSE,-,1650920,1651939,-0.351826561,-0.455310846,0.105265721,0.39746493,5,5,rspAB
sgcX,FALSE,-,4528553,4529674,-0.351778274,-0.322696464,0.042111428,0.177349821,4,5,sgcXBCQAER
pgaB,FALSE,-,1087062,1089080,-0.351750872,-0.412534699,0.346502823,0.266901126,10,11,pgaABCD
yhhJ,FALSE,-,3623702,3624826,-0.351727488,-0.454410583,0.158867155,0.269849164,9,8,yhiI-rbbA-yhhJ
pabC,FALSE,+,1152523,1153332,-0.351686277,-0.166502335,0.221736201,0.131223581,4,7,pabC-mltG-tmk-holB-ycfH
ppc,FALSE,-,4148470,4151121,-0.351686176,-0.226954613,0.234111046,0.287997663,16,22,ppc
leuA,FALSE,-,81958,83529,-0.351449379,-0.19491522,0.254237392,0.241635451,13,11,leuLABCD
phoR,FALSE,+,417113,418408,-0.351123693,-0.460687442,0.106014077,0.572003645,5,15,phoBR
mdtJ,FALSE,-,1671160,1671525,-0.351116228,-0.285527566,0.192421271,0.191523967,2,2,mdtJI
chaA,FALSE,-,1269972,1271072,-0.35105107,-0.518645354,0.244833365,0.26440462,5,4,chaA
xylH,FALSE,+,3731743,3732924,-0.350989205,-0.376691476,0.169126857,0.392566056,8,10,xylFGHR
deoB,FALSE,+,4617626,4618849,-0.350898813,-0.493887444,0.368590355,0.351588386,5,14,deoCABD
glrK,FALSE,-,2687693,2689120,-0.35065589,-0.197905378,0.258413933,0.236186328,8,15,glrK
yqfB,FALSE,-,3041334,3041645,-0.35053438,NA,0,NA,1,0,yqfB
opgC,FALSE,-,1107007,1108164,-0.350500332,-0.560869432,0.129752003,0.507353376,4,7,opgC
mhpB,FALSE,+,369501,370445,-0.350487861,-0.332270439,0.059929952,0.472247474,8,11,mhpABCDFE
G0-10706,FALSE,-,4439248,4439353,-0.350096041,-0.885680709,0.035135549,0,2,1,G0-10706
pphA,FALSE,-,1920337,1920993,-0.350024339,-0.144303965,0.097465938,0.174518081,5,5,pphA
yehL,FALSE,+,2202618,2203706,-0.35001961,-0.279896123,0.127229653,0.352476759,8,7,yehLMPQ
yaiF,FALSE,-,381728,382114,-0.349957759,-0.453188708,0,0,1,1,yaiF
gntP,FALSE,-,4547976,4549319,-0.349609269,-0.356799742,0.071732496,0.228697239,10,10,gntP
bcsB,TRUE,-,3688291,3690630,-0.349562264,-0.299561527,0.162420864,0.187774668,21,17,bcsABZC
ydeT,FALSE,-,1586877,1588025,-0.349419823,-0.390748737,0.185748007,0.085038294,6,14,ydeTSR
ybiT,FALSE,+,855186,856778,-0.349360103,-0.442806804,0.288270528,0.279499869,10,9,ybiT
glmZ,FALSE,+,3984455,3984626,-0.349103126,-0.240649117,0.027826399,0.022763389,3,2,glmZ
cbtA,FALSE,+,2075593,2075967,-0.349092552,NA,0.153038695,NA,4,0,yeeRST-cbeA-cbtA-yeeW
sroC,FALSE,-,685904,686066,-0.349005355,-0.172606899,0,0.177707206,1,2,gltI-sroC-gltJKL
yjhV,FALSE,+,4507743,4508156,-0.348955669,-0.550998679,0.215824871,0.091228414,2,3,insO-2-yjhWV
